ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
18820,ENWR,1510,72,Seminar,3,Carol Guarnieri,TuTh 9:30AM - 10:45AM,Gibson Hall 142,Writing and Critical Inquiry,Writing about Culture/Society,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18822,ENWR,1510,74,Seminar,3,Staff,MoWeFr 9:00AM - 9:50AM,Bryan Hall 332,Writing and Critical Inquiry,,Wait List,0,0,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21673,ENWR,1510,76,Seminar,3,Gretchen York,MoWeFr 12:00PM - 12:50PM,New Cabell Hall 056,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18825,ENWR,1510,77,Seminar,3,Indu Ohri,MoWeFr 9:00AM - 9:50AM,Bryan Hall 312,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18826,ENWR,1510,78,Seminar,3,Anne Galvin,TuTh 8:00AM - 9:15AM,New Cabell Hall 064,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18827,ENWR,1510,79,Seminar,3,Jesse Bordwin,TuTh 8:00AM - 9:15AM,New Cabell Hall 056,Writing and Critical Inquiry,Writing about the Arts,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
18828,ENWR,1510,80,Seminar,3,Christine Campbell,TuTh 8:00AM - 9:15AM,Bryan Hall 334,Writing and Critical Inquiry,,Wait List,0,0,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19869,ENWR,1510,81,Seminar,3,Valencia Grice,MoWe 5:00PM - 6:15PM,Fayerweather Hall 208,Writing and Critical Inquiry,Writing about the Arts,Open,12,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19870,ENWR,1510,82,Seminar,3,Micah Holmes,TuTh 8:00AM - 9:15AM,New Cabell Hall 042,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19871,ENWR,1510,83,Seminar,3,Nathan Frank,TuTh 3:30PM - 4:45PM,Bryan Hall 203,Writing and Critical Inquiry,Writing about the Arts,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19872,ENWR,1510,84,Seminar,3,Dipsikha Thakur,TuTh 8:00AM - 9:15AM,New Cabell Hall 066,Writing and Critical Inquiry,Writing about the Arts,Open,12,14,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21328,ENWR,1510,85,Seminar,3,Charity Fowler,MoWeFr 11:00AM - 11:50AM,Bryan Hall 334,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21329,ENWR,1510,86,Seminar,3,Stephen Hequembourg,MoWeFr 12:00PM - 12:50PM,Bryan Hall 334,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21628,ENWR,1510,87,Seminar,3,Sarah Ingle,TuTh 11:00AM - 12:15PM,Shannon House 108,Writing and Critical Inquiry,Writing about the Arts,Open,11,13,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19820,ENWR,2510,1,Seminar,3,Lindgren Johnson,MoWe 5:00PM - 6:15PM,Cocke Hall 101,Advanced Writing Seminar,Writing about Culture/Society,Closed,15,15,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
19821,ENWR,2510,2,Seminar,3,Cory Shaman,MoWeFr 1:00PM - 1:50PM,Bryan Hall 334,Advanced Writing Seminar,Writing about Science & Techn,Closed,15,15,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
19822,ENWR,2510,3,Seminar,3,Staff,TuTh 11:00AM - 12:15PM,Bryan Hall 332,Advanced Writing Seminar,Writing about the Arts,Closed,15,15,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
20703,ENWR,2520,1,Seminar,3,Patricia Sullivan,TuTh 11:00AM - 12:15PM,GIlmer Hall 155,Special Topics in Writing,Writing as Technology,Open,9,12,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
20704,ENWR,2520,2,Seminar,3,Patricia Sullivan,TuTh 12:30PM - 1:45PM,GIlmer Hall 155,Special Topics in Writing,Writing as Technology,Wait List,12,12,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
14639,ENWR,2520,3,Seminar,3,Kate Kostelnik,TuTh 5:00PM - 6:15PM,Bryan Hall 330,Special Topics in Writing,Project-Based Writing,Wait List,12,12,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
19393,ENWR,2520,13,Seminar,3,Lindgren Johnson,MoWe 3:30PM - 4:45PM,Monroe Hall 110,Special Topics in Writing,Writing about Social Justice,Wait List,16,16,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
21617,ENWR,2520,15,Seminar,3,Megan Haury,TuTh 12:30PM - 1:45PM,Shannon House 108,Special Topics in Writing,Public Speaking,Open,9,12,3,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
21627,ENWR,2520,16,Seminar,3,Megan Haury,TuTh 8:00AM - 9:15AM,Bryan Hall 312,Special Topics in Writing,Public Speaking,Open,10,13,3,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
15318,ENWR,2610,1,Workshop,3,Keith Driver,Mo 6:00PM - 8:30PM,New Cabell Hall 036,Writing with Style,,Wait List,16,16,10,"Develops an understanding of the wide range of stylistic moves in prose writing, their uses, and implications. Students build a rich vocabulary for describing stylistic decisions, imitate and analyze exemplary writing, and discuss each others writing in a workshop setting."
19807,ENWR,2630,1,Seminar,3,Devin Donovan,Tu 3:30PM - 6:00PM,New Cabell Hall 183,Writing About Work,,Open,7,12,1,"We will use inquiry-based writing to explore the role that work plays in the good life. We'll critically analyze how and why we write about work to refresh our thinking about real-world experiences both familiar and unfamiliar to us. We will develop as writers by generating and exploring complicated questions. Why do we do the things that we do? What work do we value, and how do we communicate that?"
11019,ENWR,2700,1,Lecture,3,Charles Kelly,TuTh 9:30AM - 10:45AM,Bryan Hall 203,News Writing,,Wait List,8,8,8,"Introductory course in news writing, emphasizing editorials, features, and reporting.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
11020,ENWR,2700,2,Lecture,3,Charles Kelly,TuTh 8:00AM - 9:15AM,Bryan Hall 203,News Writing,,Wait List,8,8,3,"Introductory course in news writing, emphasizing editorials, features, and reporting.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19805,ENWR,3650,1,Seminar,3,Stephanie Ceraso,TuTh 11:00AM - 12:15PM,Gibson Hall 241,Digital Writing: Remix Culture,,Wait List,16,16,7,"This course explores the remix as a transformative compositional practice.  Remix culture raises poignant questions about originality, creativity, and the ethical and legal implications of twenty-first century forms of composition. Students will examine remixing through theoretical, historical, aesthetic, and political lenses in order to cultivate a deep understanding of the rhetorical and affective power of this genre."
19806,ENWR,3660,1,Seminar,3,Sarah Stephenson,TuTh 3:30PM - 4:45PM,New Cabell Hall 068,Travel Writing,,Wait List,16,16,3,"This course will explore travel writing using a variety of texts, including essays, memoirs, blogs, photo essays, and narratives. We will examine cultural representations of travel as well as the ethical implications of tourism. Students will have the opportunity to write about their own travel experiences, and we will also embark on ""local travel"" of our own."
19803,ENWR,3665,1,Seminar,3,Cory Shaman,MoWe 5:00PM - 6:15PM,Bryan Hall 334,Writing about the Environment,,Open,8,14,1,"This course focuses on creating meaningful, responsible, and engaged writing in the context of significant environmental issues. Analysis of representative environmental texts, familiarity with environmental concepts, examination of ethical positions in private and public spheres of writing, and sustained practice with form, style, medium, and genre will drive a variety of writing projects."
14656,ENWR,3900,1,Lecture,3,Jon D'Errico,MoWeFr 11:00AM - 11:50AM,Bryan Hall 330,Career-Based Writing and Rhetoric,,Open,15,17,2,"Develops proficiency in a range of stylistic and persuasive effects. The course is designed for students who want to hone their writing skills, as well as for students preparing for careers in which they will write documents for public circulation. Students explore recent research in writing studies. In the workshop-based studio sessions, students propose, write, and edit projects of their own design."
19395,ENWR,3900,2,Lecture,3,John Casteen,MoWe 3:30PM - 4:45PM,New Cabell Hall 309,Career-Based Writing and Rhetoric,,Closed,16,16,0,"Develops proficiency in a range of stylistic and persuasive effects. The course is designed for students who want to hone their writing skills, as well as for students preparing for careers in which they will write documents for public circulation. Students explore recent research in writing studies. In the workshop-based studio sessions, students propose, write, and edit projects of their own design."
