ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist,Description
15033,ENWR,1510,064,Seminar,"3","Kathryn Webb-Destefano","TuTh 5:00PM - 6:15PM","Shannon House 108","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
15034,ENWR,1510,065,Seminar,"3","Dipsikha Thakur","TuTh 5:00PM - 6:15PM","Shannon House 109","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19546,ENWR,1510,066,Seminar,"3","Claire Eager","TuTh 8:00AM - 9:15AM","Bryan Hall 334","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19547,ENWR,1510,067,Seminar,"3","Joshua Schwartz","TuTh 8:00AM - 9:15AM","Bryan Hall 332","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19548,ENWR,1510,068,Seminar,"3","Stephen Hequembourg","TuTh 3:30PM - 4:45PM","Shannon House 109","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19549,ENWR,1510,069,Seminar,"3","Matthew Davis","TuTh 8:00AM - 9:15AM","Bryan Hall 330","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19550,ENWR,1510,070,Seminar,"3","Natalie Thompson","TuTh 5:00PM - 6:15PM","New Cabell Hall 395","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19551,ENWR,1510,071,Seminar,"3","Stephen Hequembourg","TuTh 5:00PM - 6:15PM","New Cabell Hall 338","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19552,ENWR,1510,072,Seminar,"3","Mirabella Mitchell","TuTh 3:30PM - 4:45PM","New Cabell Hall 027","Writing and Critical Inquiry","Writing about Digital Media",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19554,ENWR,1510,074,Seminar,"3","Anne Galvin","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 068","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19555,ENWR,1510,075,Seminar,"3","Landis Grenville","MoWe 5:00PM - 6:15PM","Astronomy Bldg 265","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19556,ENWR,1510,076,Seminar,"3","Austin Washburn","MoWe 5:00PM - 6:15PM","New Cabell Hall 183","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19557,ENWR,1510,078,Seminar,"3","Dionte Harris","MoWe 5:00PM - 6:15PM","New Cabell Hall 209","Writing and Critical Inquiry","Writing about Culture/Society",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19558,ENWR,1510,079,Seminar,"3","Sara Brickman","MoWe 5:00PM - 6:15PM","Shannon House 109","Writing and Critical Inquiry","",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19559,ENWR,1510,080,Seminar,"3","Daniel Zimmerman","MoWe 5:00PM - 6:15PM","New Cabell Hall 411","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19560,ENWR,1510,081,Seminar,"3","Joseph Wei","MoWe 5:00PM - 6:15PM","New Cabell Hall 287","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19561,ENWR,1510,082,Seminar,"3","Gretchen York","TuTh 8:00AM - 9:15AM","Bryan Hall 312","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19562,ENWR,1510,083,Seminar,"3","Jesse Bordwin","TuTh 12:30PM - 1:45PM","Dell 2 102","Writing and Critical Inquiry","Writing about the Arts",Open,1,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19563,ENWR,1510,084,Seminar,"3","Jesse Bordwin","TuTh 5:00PM - 6:15PM","New Cabell Hall 383","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
19564,ENWR,1510,085,Seminar,"3","Claire Eager","TuTh 9:30AM - 10:45AM","New Cabell Hall 315","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21342,ENWR,1510,087,Seminar,"3","Rebecca Levy","TuTh 8:00AM - 9:15AM","New Cabell Hall 411","Writing and Critical Inquiry","Writing about Identities",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21532,ENWR,1510,088,Seminar,"3","Nathan Frank","TuTh 8:00AM - 9:15AM","Bryan Hall 310","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21541,ENWR,1510,089,Seminar,"3","Indu Ohri","MoWeFr 9:00AM - 9:50AM","New Cabell Hall 411","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21542,ENWR,1510,090,Seminar,"3","Indu Ohri","MoWeFr 10:00AM - 10:50AM","Gibson Hall 241","Writing and Critical Inquiry","Writing about the Arts",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
21748,ENWR,1510,091,Seminar,"3","Nichole LeFebvre","MoWe 5:00PM - 6:15PM","Fayerweather Hall 206","Writing and Critical Inquiry","",Open,0,18,0,"The single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Graded A, B, C, or NC. Students whose last names end in A-K must take ENWR 1510 in the fall; those with last names ending in L-Z take it in the spring."
20161,ENWR,1559,100,Lecture,"3","James Seitz","Tu 2:00PM - 3:15PM","Ruffner Hall 177","New Course in Academic, Professional, and Creative Writing","Writing for Life",Open,0,60,0,"This course provides the opportunity to offer a new topic in the subject area of academic, professional, and creative writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20162,ENWR,1559,101,Discussion,"0","Emily Keyser","Th 3:30PM - 4:45PM","Bryan Hall 203","New Course in Academic, Professional, and Creative Writing","",Open,0,16,0,"This course provides the opportunity to offer a new topic in the subject area of academic, professional, and creative writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20163,ENWR,1559,102,Discussion,"0","Casey Ireland","Th 2:00PM - 3:15PM","Bryan Hall 203","New Course in Academic, Professional, and Creative Writing","",Open,0,16,0,"This course provides the opportunity to offer a new topic in the subject area of academic, professional, and creative writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
20164,ENWR,1559,103,Discussion,"0","Sarah Storti","We 3:30PM - 4:45PM","Bryan Hall 203","New Course in Academic, Professional, and Creative Writing","",Open,0,16,0,"This course provides the opportunity to offer a new topic in the subject area of academic, professional, and creative writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
19566,ENWR,2510,001,Seminar,"3","Sarah Stephenson","TuTh 11:00AM - 12:15PM","Dell 1 104","Advanced Writing Seminar","Writing about Culture/Society",Open,1,16,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
19568,ENWR,2510,003,Seminar,"3","Cory Shaman","MoWe 3:30PM - 4:45PM","New Cabell Hall 389","Advanced Writing Seminar","Writing about Science & Techn",Open,1,16,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
21337,ENWR,2510,004,Seminar,"3","Devin Donovan","TuTh 3:30PM - 4:45PM","New Cabell Hall 315","Advanced Writing Seminar","Writing about Culture/Society",Open,1,16,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
21338,ENWR,2510,005,Seminar,"3","Lindgren Johnson","MoWe 3:30PM - 4:45PM","New Cabell Hall 489","Advanced Writing Seminar","Writing about Culture/Society",Open,0,16,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
21339,ENWR,2510,006,Seminar,"3","Sarah O'Brien","TuTh 3:30PM - 4:45PM","New Cabell Hall 407","Advanced Writing Seminar","Writing about the Arts",Open,0,16,0,"A single-semester option for meeting the first writing requirement-- intended to be taken during the first year of study-- this course approaches writing as a way of generating, representing, and reflecting on critical inquiry. Enrollment limited to students meeting benchmarks determined by the Writing Program."
15035,ENWR,2520,001,Seminar,"3","Patricia Sullivan","MoWeFr 11:00AM - 11:50AM","Bryan Hall 203","Special Topics in Writing","Writing as Technology",Open,2,12,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
14149,ENWR,2520,002,Seminar,"3","Megan Haury","MoWeFr 9:00AM - 9:50AM","Bryan Hall 334","Special Topics in Writing","Public Speaking",Open,0,16,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
14150,ENWR,2520,004,Seminar,"3","Patricia Sullivan","MoWeFr 10:00AM - 10:50AM","Bryan Hall 203","Special Topics in Writing","Writing as Technology",Open,0,12,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
15183,ENWR,2520,006,Seminar,"3","Kate Kostelnik","TuTh 12:30PM - 1:45PM","New Cabell Hall 309","Special Topics in Writing","Project-Based Writing",Open,2,12,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
21336,ENWR,2520,008,Seminar,"3","Megan Haury","MoWeFr 8:00AM - 8:50AM","New Cabell Hall 291","Special Topics in Writing","Public Speaking",Open,0,16,0,"Includes courses on writing studies, corporate communications, and digital writing.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses.  Prerequisite: Completion of first writing requirement."
13982,ENWR,2700,001,Lecture,"3","Charles Kelly","TuTh 8:00AM - 9:15AM","Bryan Hall 203","News Writing","",Open,0,8,0,"Introductory course in news writing, emphasizing editorials, features, and reporting.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
13983,ENWR,2700,002,Lecture,"3","Charles Kelly","TuTh 9:30AM - 10:45AM","Bryan Hall 203","News Writing","",Open,2,8,0,"Introductory course in news writing, emphasizing editorials, features, and reporting.  For more details on this class, please visit the department website at http://www.engl.virginia.edu/courses."
13988,ENWR,3900,001,Lecture,"3","John Casteen","MoWe 2:00PM - 3:15PM","Ruffner Hall 125","Career-Based Writing and Rhetoric","",Open,1,16,0,"Develops proficiency in a range of stylistic and persuasive effects. The course is designed for students who want to hone their writing skills, as well as for students preparing for careers in which they will write documents for public circulation. Students explore recent research in writing studies. In the workshop-based studio sessions, students propose, write, and edit projects of their own design."
14151,ENWR,3900,002,Lecture,"3","Jon D'Errico","MoWeFr 10:00AM - 10:50AM","Shannon House 108","Career-Based Writing and Rhetoric","",Open,1,16,0,"Develops proficiency in a range of stylistic and persuasive effects. The course is designed for students who want to hone their writing skills, as well as for students preparing for careers in which they will write documents for public circulation. Students explore recent research in writing studies. In the workshop-based studio sessions, students propose, write, and edit projects of their own design."
